日付,順位,銘柄名,コード,市場,株価,前日差,騰落率,出来高,PER,PBR,配当利回り
20260522,509,東競馬,9672,東P,"4,800",-140,-2.83%,654,11.6倍,1.32倍,3.04%
20260522,510,日本ＣＭＫ,6958,東P,647,+11,+1.73%,652,23.1倍,0.55倍,4.33%
20260522,511,セーレン,3569,東P,"3,255",-5,-0.15%,649,12.8倍,1.19倍,2.33%
20260522,512,みずほリース,8425,東P,"1,361",+6,+0.44%,648,7.33倍,0.89倍,3.82%
20260522,513,月島ＨＤ,6332,東P,"2,620",-32,-1.21%,648,12.2倍,1.06倍,3.36%
20260522,514,ラサールロジ,3466,東Ｒ,"146,900",+500,+0.34%,647,19.7倍,1.22倍,5.50%
20260522,515,イオンリート,3292,東Ｒ,"123,200",+100,+0.08%,645,22.0倍,1.06倍,5.50%
20260522,516,富山第一銀,7184,東P,"2,671",+84,+3.25%,643,12.5倍,0.82倍,2.81%
20260522,517,フォスター,6794,東P,"2,814",+36,+1.30%,642,12.6倍,0.93倍,4.09%
20260522,518,アカツキ,3932,東P,"3,350",+270,+8.77%,642,ー倍,0.89倍,ー%
20260522,519,東映,9605,東P,"5,620",-170,-2.94%,641,27.9倍,1.21倍,0.21%
20260522,520,ミズノ,8022,東P,"3,240",-10,-0.31%,638,13.0倍,1.42倍,2.04%
20260522,521,メディアＬ,6659,東S,45,-10,-18.18%,632,ー倍,1.38倍,ー%
20260522,522,宮崎銀,8393,東P,"2,051",+52,+2.60%,632,11.9倍,0.77倍,2.73%
20260522,523,ＦＰＧ,7148,東P,"1,530",+5,+0.33%,631,8.26倍,2.14倍,6.06%
20260522,524,松田産業,7456,東P,"6,830",0,0.00%,630,10.3倍,1.49倍,1.61%
20260522,525,イトーキ,7972,東P,"2,573",-80,-3.02%,628,11.4倍,2.16倍,3.50%
20260522,526,ＵＮＥＸＴ,9418,東P,"1,578",+5,+0.32%,626,15.4倍,2.70倍,1.08%
20260522,527,大同メ,7245,東P,964,+13,+1.37%,620,9.01倍,0.55倍,3.73%
20260522,528,三井不アコモ,3226,東Ｒ,"126,500","+1,300",+1.04%,616,23.8倍,2.08倍,3.79%
20260522,529,稀元素,4082,東P,"1,959",+6,+0.31%,616,31.5倍,1.23倍,1.53%
20260522,530,東京製鉄,5423,東P,"1,745",+41,+2.41%,613,ー倍,0.81倍,2.29%
20260522,531,ＭＸ全世界株,2559,東Ｅ,"28,925",+340,+1.19%,612,ー倍,ー倍,ー%
20260522,532,ガンホー,3765,東P,"2,353",-66,-2.73%,612,ー倍,1.07倍,ー%
20260522,533,沖縄セルラー,9436,東S,"3,630",+65,+1.82%,611,25.2倍,3.38倍,1.93%
20260522,534,新明和,7224,東P,"2,112",-3,-0.14%,610,13.3倍,1.12倍,2.75%
20260522,535,Ｄガレージ,4819,東P,"2,165",-38,-1.72%,610,ー倍,1.32倍,ー%
